run,depth,regime,step,checkpoint,stage_name,stage_kind,layer,stage_order,representative_k,representative_l,conjugate_k,conjugate_l,family,pair_power,rank,pair_power_fraction_total,pair_power_fraction_non_dc
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,23,0,90,b_only,7.070626306671102e-09,1,2.0859370678588894e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,45,0,68,0,a_only,6.981134781369747e-09,2,2.0595357730104824e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,45,0,68,b_only,6.575203492786841e-09,3,1.939780169315247e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,23,0,90,0,a_only,6.420945553031743e-09,4,1.8942718450748455e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,5,0,108,0,a_only,4.900948091801638e-09,5,1.4458506006315044e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,5,0,108,b_only,4.443238665885474e-09,6,1.31081969722679e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,36,0,77,0,a_only,4.322096458508895e-09,7,1.275080993201287e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,54,0,59,b_only,4.255911179029681e-09,8,1.255555378096719e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,54,0,59,0,a_only,4.202420189614031e-09,9,1.2397747622390716e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,6,0,107,b_only,4.012233212336014e-09,10,1.1836668520594669e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,36,0,77,b_only,3.905004763993247e-09,11,1.1520329082720353e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,11,0,102,b_only,3.769792478180989e-09,12,1.1121433275230692e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,27,0,86,0,a_only,3.6931289137953627e-09,13,1.089526466757102e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,6,0,107,0,a_only,3.5462788261497735e-09,14,1.0462035660758358e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,11,0,102,0,a_only,3.442367280115377e-09,15,1.0155481564628051e-15,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,9,0,104,0,a_only,3.244401192148416e-09,16,9.571452960712601e-16,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,9,0,104,b_only,3.17665316273974e-09,17,9.3715864712552e-16,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,56,0,57,0,a_only,3.1655327248358844e-09,18,9.338779570383364e-16,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,35,0,78,b_only,3.0136200201980046e-09,19,8.890615110915498e-16,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,input_residual,input_residual,0,0,0,27,0,86,b_only,3.0080911095353713e-09,20,8.874304024463106e-16,0.0
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,51,0,62,0,a_only,828.1364135742188,1,0.005051312090611094,0.014631308655555859
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,47,0,66,0,a_only,824.6371459960938,2,0.005029967910671731,0.014569484464317904
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,18,0,95,0,a_only,770.9195556640625,3,0.004702311368736126,0.01362041540818442
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,41,0,72,0,a_only,753.931640625,4,0.004598691651954526,0.013320277140772507
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,12,0,101,0,a_only,730.7503662109375,5,0.00445729483640074,0.012910716136785943
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,26,0,87,0,a_only,728.1660766601562,6,0.0044415316688361595,0.01286505755028615
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,55,0,58,0,a_only,727.4365844726562,7,0.004437082048403674,0.012852169063338614
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,14,0,99,0,a_only,725.5383911132812,8,0.004425503802465731,0.01281863225409595
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,7,0,106,0,a_only,723.0867919921875,9,0.004410549995244208,0.012775318009181158
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,13,0,100,0,a_only,710.5164794921875,10,0.004333875946774391,0.012553228847215079
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,48,0,65,0,a_only,697.1582641601562,11,0.004252395995513162,0.012317219213528309
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,6,0,107,0,a_only,696.6017456054688,12,0.004249001447395408,0.012307386781802437
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,23,0,90,0,a_only,693.1243896484375,13,0.004227790919877001,0.012245949719648666
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,35,0,78,0,a_only,681.9371337890625,14,0.0041595529824346375,0.01204829605920795
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,27,0,86,0,a_only,675.7265625,15,0.004121670897638191,0.011938569226806727
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,43,0,70,0,a_only,660.577880859375,16,0.004029269793817813,0.011670926078678364
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,25,0,88,0,a_only,655.7362060546875,17,0.003999737448567868,0.011585384569675679
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,34,0,79,0,a_only,646.9566650390625,18,0.00394618564121425,0.011430269817627393
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,1,0,112,0,a_only,644.4500732421875,19,0.003930896399922306,0.011385983975763157
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_attention_output,attention_output,1,1,10,0,103,0,a_only,642.6359252929688,20,0.003919830798507082,0.011353932059971527
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,51,0,62,0,a_only,828.1363525390625,1,0.00023435513673992597,0.014631384320478136
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,47,0,66,0,a_only,824.63720703125,2,0.00023336491004423502,0.014569561961682862
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,18,0,95,0,a_only,770.9195556640625,3,0.00021816329802357314,0.013620486849188384
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,41,0,72,0,a_only,753.9317016601562,4,0.0002133558881860542,0.013320348085868485
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,12,0,101,0,a_only,730.7503662109375,5,0.0002067957788244023,0.012910783855316917
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,26,0,87,0,a_only,728.1661376953125,6,0.00020606446540567645,0.012865126107691034
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,55,0,58,0,a_only,727.4367065429688,7,0.00020585804295250704,0.012852238631501214
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,14,0,99,0,a_only,725.538330078125,8,0.00020532081949330462,0.012818698411274294
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,7,0,106,0,a_only,723.0869750976562,9,0.0002046271080895189,0.012775388252608768
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,13,0,100,0,a_only,710.5164794921875,10,0.00020106977093425942,0.01255329469067469
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,48,0,65,0,a_only,697.1582641601562,11,0.00019728951618376906,0.012317283819084033
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,6,0,107,0,a_only,696.6016845703125,12,0.00019713200916758196,0.012307450257426016
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,23,0,90,0,a_only,693.12451171875,13,0.00019614800053591422,0.012246016108105124
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,35,0,78,0,a_only,681.9371948242188,14,0.00019298209051091372,0.01204836033258337
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,27,0,86,0,a_only,675.7266845703125,15,0.00019122457198716283,0.011938634003009055
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,43,0,70,0,a_only,660.577880859375,16,0.00018693759683598371,0.011670987294335248
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,25,0,88,0,a_only,655.7362060546875,17,0.00018556744642847669,0.011585445336655256
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,34,0,79,0,a_only,646.9566650390625,18,0.00018308291531361594,0.011430329771008172
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,1,0,112,0,a_only,644.4500732421875,19,0.00018237357238777197,0.011386043696858436
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_attention_residual,post_attention_residual,1,2,10,0,103,0,a_only,642.6359252929688,20,0.00018186018484065837,0.011353991612949978
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,47,0,66,0,a_only,605.6524658203125,1,0.0002405859069509788,0.014873678394889765
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,51,0,62,0,a_only,571.4283447265625,2,0.00022699091365430688,0.01403319874818884
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,18,0,95,0,a_only,558.2269287109375,3,0.00022174685897873557,0.013708996953835362
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,1,0,112,0,a_only,545.850341796875,4,0.00021683045467805405,0.013405051401270268
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,7,0,106,0,a_only,545.827880859375,5,0.00021682153242424617,0.013404499803151419
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,48,0,65,0,a_only,543.3271484375,6,0.00021582815583996425,0.01334308654737566
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,41,0,72,0,a_only,538.1461791992188,7,0.00021377009737670222,0.013215851747597143
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,14,0,99,0,a_only,536.4742431640625,8,0.00021310594710887941,0.013174792162625322
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,12,0,101,0,a_only,527.3770751953125,9,0.0002094922403546557,0.01295138293322804
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,34,0,79,0,a_only,507.9517517089844,10,0.00020177583642250207,0.012474333749813896
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,6,0,107,0,a_only,500.278076171875,11,0.00019872758962597911,0.012285882800652632
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,5,0,108,0,a_only,496.5369873046875,12,0.0001972415009713619,0.012194008737889783
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,29,0,84,0,a_only,495.3092956542969,13,0.00019675381979142098,0.012163858954298513
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,23,0,90,0,a_only,491.2044677734375,14,0.00019512324154015169,0.012063052149716967
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,55,0,58,0,a_only,480.39111328125,15,0.0001908278067082935,0.011797496627097417
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,13,0,100,0,a_only,476.22821044921875,16,0.0001891741590969748,0.0116952636116189
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,26,0,87,0,a_only,470.8840026855469,17,0.00018705125669944884,0.011564019982577174
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,31,0,82,0,a_only,470.5926818847656,18,0.00018693553409775067,0.011556865695019385
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,10,0,103,0,a_only,470.16558837890625,19,0.00018676587792649924,0.011546377086767631
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_activation,mlp_activation,1,3,11,0,102,0,a_only,469.763671875,20,0.00018660622292289932,0.011536506778037685
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,48,0,65,0,a_only,53.03665542602539,1,0.00030834651338837145,0.015690520301138648
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,7,0,106,0,a_only,51.63362121582031,2,0.0003001895000283425,0.015275442529330054
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,34,0,79,0,a_only,49.54524230957031,3,0.0002880480037517876,0.014657610364730437
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,41,0,72,0,a_only,48.673553466796875,4,0.00028298014618668104,0.014399727370903847
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,14,0,99,0,a_only,47.19731903076172,5,0.00027439755858497635,0.013962993828756627
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,6,0,107,0,a_only,45.65191650390625,6,0.0002654128389206283,0.013505797394964198
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,55,0,58,0,a_only,45.23683166503906,7,0.000262999602984143,0.013382997474067517
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,52,0,61,0,a_only,44.3515625,8,0.00025785279162778284,0.013121096837716277
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,1,0,112,0,a_only,44.068668365478516,9,0.00025620809100823893,0.013037404604012485
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,51,0,62,0,a_only,43.78667068481445,10,0.000254568602226039,0.01295397757985737
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,29,0,84,0,a_only,42.72834777832031,11,0.0002484156844819766,0.012640880215098621
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,25,0,88,0,a_only,41.97068786621094,12,0.0002440107726270253,0.012416731875863838
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,2,0,111,0,a_only,41.46453857421875,13,0.00024106810272851584,0.012266991179026585
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,47,0,66,0,a_only,41.30879211425781,14,0.00024016261806859948,0.012220914687735462
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,35,0,78,0,a_only,41.267120361328125,15,0.0002399203452552134,0.012208586393651395
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,11,0,102,0,a_only,39.940216064453125,16,0.00023220593886486089,0.01181603111955753
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,32,0,81,0,a_only,39.85221862792969,17,0.0002316943360399625,0.011789997698838817
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,38,0,75,0,a_only,39.42322540283203,18,0.00022920023900153602,0.011663083080008182
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,12,0,101,0,a_only,39.23302459716797,19,0.00022809444236336052,0.011606813513637666
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_mlp_output,mlp_output,1,4,31,0,82,0,a_only,39.2119026184082,20,0.00022797164260432364,0.01160056472525031
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,51,0,62,0,a_only,869.1941528320312,1,0.00023093133886666235,0.014644362216752698
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,47,0,66,0,a_only,842.0234375,2,0.00022371250329448672,0.014186584405300446
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,18,0,95,0,a_only,822.9729614257812,3,0.00021865108872844003,0.013865618058341652
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,14,0,99,0,a_only,789.9039306640625,4,0.00020986516267964585,0.013308464212962378
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,55,0,58,0,a_only,772.995849609375,5,0.00020537294907822784,0.01302359337881296
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,41,0,72,0,a_only,772.64208984375,6,0.00020527896062231526,0.01301763316137633
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,7,0,106,0,a_only,772.21533203125,7,0.00020516557772311912,0.013010443057801984
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,12,0,101,0,a_only,757.8305053710938,8,0.0002013437534860701,0.012768084533702203
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,6,0,107,0,a_only,753.1688232421875,9,0.00020010521720290305,0.012689543552481109
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,26,0,87,0,a_only,749.3887329101562,10,0.0001991009061193912,0.012625855811538599
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,23,0,90,0,a_only,730.3158569335938,11,0.00019403354024842388,0.012304512066408783
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,25,0,88,0,a_only,720.4389038085938,12,0.00019140938774849298,0.012138103124644608
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,48,0,65,0,a_only,716.8358154296875,13,0.00019045210332511683,0.012077397549086195
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,27,0,86,0,a_only,714.642578125,14,0.0001898693943577664,0.01204044543497856
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,1,0,112,0,a_only,703.0802001953125,15,0.00018679745075680538,0.011845640108760436
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,35,0,78,0,a_only,695.9050903320312,16,0.00018489113589971137,0.011724752379085164
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,32,0,81,0,a_only,695.0020141601562,17,0.00018465120263648109,0.011709537165628923
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,13,0,100,0,a_only,693.445068359375,18,0.00018423754640427365,0.011683305421910671
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,11,0,102,0,a_only,690.5726318359375,19,0.00018347438479071973,0.011634910019391232
seed0_muon,1,muon,0,checkpoints/seedstudy_muon_seed_0/step_000000.pt,layer_1_post_block_residual,post_block_residual,1,5,10,0,103,0,a_only,676.8786010742188,20,0.00017983609425691757,0.01140419016695256
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,23,0,90,b_only,4.3772727413224355e-13,1,2.4395924714590967e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,23,0,90,0,a_only,4.25247727656175e-13,2,2.370040013960086e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,45,0,68,b_only,4.2146524443197053e-13,3,2.348959039247046e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,45,0,68,0,a_only,4.0509972763433377e-13,4,2.257748840727431e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,54,0,59,0,a_only,2.4294650492751035e-13,5,1.3540176713078072e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,36,0,77,b_only,2.369537942595312e-13,6,1.3206184003617212e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,36,0,77,0,a_only,2.284409911668811e-13,7,1.2731738576906864e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,5,0,108,0,a_only,2.2544805106973487e-13,8,1.2564932564121831e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,6,0,107,0,a_only,2.203344386282613e-13,9,1.2279934777796788e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,54,0,59,b_only,2.114666406392851e-13,10,1.1785704363317509e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,5,0,108,b_only,2.0798071381430971e-13,11,1.1591422641779225e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,6,0,107,b_only,1.9451306613581937e-13,12,1.0840828063229327e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,27,0,86,0,a_only,1.912877137504737e-13,13,1.066106897892985e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,11,0,102,b_only,1.8636708929570256e-13,14,1.0386827023170186e-15,0.0
seed0_muon,1,muon,5000,checkpoints/seedstudy_muon_seed_0/step_005000.pt,input_residual,input_residual,0,0,0,27,0,86,b_only,1.7688148580378982e-13,15,9.858164355028444e-16,0.0
